X,Y,Z
447.759857,2.0,827.426514
2369.600098,2.0,-39.346741
1313.484863,2.0,-359.244629
2245.991455,2.0,315.23053
1756.234009,2.0,7.601196
1613.046143,2.0,-752.969055
2206.392578,2.0,354.592163
839.268555,2.0,-9.088013
1295.852661,2.0,-642.903442
464.509308,2.0,32.038391
1600.119141,2.0,-388.074951
249.551788,2.0,306.093933
91.945457,2.0,571.439819
1984.893677,2.0,705.4823
-174.976837,2.0,517.230835
-667.250244,2.0,1404.692627
-659.010803,2.0,1326.318115
2024.029053,2.0,158.700439
-1129.772705,2.0,989.255005
-1087.338745,2.0,939.607727
1456.151733,2.0,265.331543
1579.495361,2.0,713.323853
2139.301025,2.0,310.234192
355.299042,2.0,780.70105
909.493469,2.0,301.082275
1987.607544,2.0,-257.309509
1356.276367,2.0,960.789978
443.452728,2.0,-78.80011
2041.622437,2.0,-254.61792
1251.139038,2.0,-736.308228
1112.623169,2.0,-602.630737
1753.762085,2.0,490.786377
1611.71936,2.0,-783.981689
2256.471436,2.0,-1167.304199
-1505.091675,2.0,1375.841919
1046.87854,2.0,-411.745056
2113.766113,2.0,139.360107
736.689514,2.0,550.37616
1167.420776,2.0,282.991089
746.819153,2.0,286.230652
1889.437988,2.0,-440.82428
1741.928589,2.0,-470.511597
1730.978638,2.0,-773.455017
481.08783,2.0,992.040527
1380.060913,2.0,689.838257
2031.854858,2.0,-390.636169
1819.42981,2.0,-197.214294
2077.883789,2.0,1120.277588
2211.900391,2.0,224.192139
619.479187,2.0,644.332642
1810.512817,2.0,-267.776306
1883.028442,2.0,-437.796814
-320.072937,2.0,1123.311401
-74.882912,2.0,1148.618286
630.366577,2.0,409.329041
1972.049561,2.0,-241.372192
1281.065063,2.0,-589.30072
660.012756,2.0,312.221375
199.743134,2.0,665.503174
1108.898071,2.0,865.196167
177.310028,2.0,704.303223
127.981255,2.0,890.486938
1964.012085,2.0,1335.788574
2044.675049,2.0,-436.2323
2240.547363,2.0,-1096.731323
2191.688232,2.0,-1345.611206
585.864563,2.0,1380.956543
2178.229004,2.0,-1410.649658
821.12677,2.0,1464.963623
1599.892456,2.0,-872.373413
-145.453491,2.0,1038.708496
1562.906616,2.0,-46.927185
1065.852051,2.0,1358.1604
1935.976196,2.0,1120.280518
405.511902,2.0,1162.300537
791.263916,2.0,-112.539856
2368.097656,2.0,586.267456
206.170486,2.0,1472.988403
-284.334808,2.0,1403.018677
1723.106567,2.0,1308.869873
2073.653564,2.0,-1300.4646
1990.712036,2.0,-795.016296
1628.054688,2.0,1333.76709
147.971161,2.0,1162.476318
-588.238159,2.0,1391.728027
675.332275,2.0,145.560608
2325.333008,2.0,346.950256
2230.247803,2.0,403.017578
616.489624,2.0,1165.843994
1376.355347,2.0,1177.623169
2023.205444,2.0,-1057.126465
406.954254,2.0,1285.197266
1628.946655,2.0,-755.865356
2125.187256,2.0,949.053101
190.550232,2.0,1127.968872
954.120361,2.0,-196.773682
1267.039673,2.0,176.940674
1235.289185,2.0,-405.304504
2141.753906,2.0,921.322266
2034.284546,2.0,1230.69458
2024.109009,2.0,1094.664062
2193.382324,2.0,726.144714
1721.362061,2.0,-882.791199
1768.326172,2.0,-918.078979
1694.019409,2.0,101.651367
-178.013199,2.0,1170.029541
1958.952026,2.0,108.675903
823.677002,2.0,-178.981201
-1351.964722,2.0,1354.893799
2274.881836,2.0,166.146729
-1147.421997,2.0,967.77832
1675.624268,2.0,-223.502747
1120.686157,2.0,1164.008057
340.747711,2.0,516.690796
56.630516,2.0,284.717102
-897.675781,2.0,1129.150879
1820.863159,2.0,-1111.821411
-408.927155,2.0,1169.525513
337.771667,2.0,1485.12146
-385.457214,2.0,1337.047607
2029.978149,2.0,-69.628479
296.972504,2.0,1220.013916
1467.559692,2.0,-330.849915
1889.771118,2.0,-120.667664
2165.219971,2.0,-216.540649
1655.543579,2.0,104.57843
726.293457,2.0,-205.929504
284.139526,2.0,1078.251221
1569.845093,2.0,-368.721069
808.443054,2.0,1310.912598
1149.246704,2.0,932.133423
1945.77356,2.0,-1182.9552
1823.063232,2.0,1327.800293
-3.910132,2.0,634.259583
1372.440918,2.0,880.967957
-1122.048462,2.0,1132.259399
1053.691406,2.0,991.259338
776.179199,2.0,745.474854
1450.907593,2.0,646.375488
2148.560059,2.0,-817.065796
2188.885986,2.0,-21.769592
992.958923,2.0,130.947205
-301.476349,2.0,1073.805176
1375.089844,2.0,8.930603
851.48645,2.0,94.75354
-793.279358,2.0,1437.122803
2324.064453,2.0,-778.910278
668.179138,2.0,-281.594482
-507.81311,2.0,1114.103149
485.22818,2.0,86.621643
-963.216309,2.0,960.997375
-702.068481,2.0,1088.324707
2284.369873,2.0,-38.561646
2064.643311,2.0,-814.808716
2017.451294,2.0,-882.422363
-485.74118,2.0,725.550537
-408.952942,2.0,891.960632
1446.508423,2.0,30.599304
770.487183,2.0,-66.448547
478.123077,2.0,155.271667
-837.306152,2.0,1047.011963
1230.68103,2.0,-443.507446
-558.81073,2.0,1434.209473
2245.265625,2.0,288.395813
2094.748291,2.0,-771.39093
2353.720215,2.0,911.237183
906.879089,2.0,61.563965
1235.846558,2.0,797.982666
1132.092163,2.0,836.993164
773.427124,2.0,1270.112061
2361.86499,2.0,-331.758545
1770.257935,2.0,525.081055
1212.853271,2.0,-49.113464
823.358826,2.0,-92.774719
1372.828247,2.0,-290.019531
21.671289,2.0,132.838623
1028.229126,2.0,-409.583435
538.171509,2.0,1422.877197
2243.782715,2.0,1093.482178
231.962982,2.0,790.647522
-225.256561,2.0,367.690918
259.093933,2.0,1350.859863
-171.447845,2.0,1235.778442
1113.021118,2.0,539.902405
957.509033,2.0,1070.053223
2056.671387,2.0,348.523804
1261.793579,2.0,1445.308228
631.041016,2.0,-170.484436
644.271362,2.0,1282.009521
1056.834351,2.0,-602.693787
921.677795,2.0,1146.545898
1996.878296,2.0,-318.269531
1502.069946,2.0,-354.562683
2019.466431,2.0,24.826538
985.634644,2.0,-257.307922
-90.261452,2.0,1075.178711
1288.2854,2.0,120.713989
1014.892761,2.0,1263.474121
243.928619,2.0,977.045532
469.410675,2.0,192.547119
2039.26001,2.0,422.883362
2063.618164,2.0,-1211.848389
1590.08728,2.0,501.021729
269.97998,2.0,1289.489136
1762.256226,2.0,751.102661
2074.01709,2.0,-210.473999
286.720245,2.0,219.566101
1004.084351,2.0,10.624939
1578.894531,2.0,1371.640991
2242.788086,2.0,847.08667
2307.286865,2.0,-708.153198
-899.009033,2.0,1365.168579
1071.81543,2.0,-212.338501
-996.406738,2.0,1007.484192
2115.044922,2.0,-623.144287
-414.269562,2.0,1124.432373
1008.940918,2.0,1460.168579
425.471985,2.0,472.205933
216.755341,2.0,1024.189453
1467.904541,2.0,-430.834106
647.909424,2.0,1291.008423
2123.976318,2.0,-839.875427
1239.303955,2.0,72.114075
2191.14209,2.0,232.08844
43.33474,2.0,1241.088623
1313.612427,2.0,529.560181
-515.180542,2.0,1178.555908
2215.545898,2.0,1092.125854
1187.369751,2.0,-494.350403
1412.100586,2.0,-811.954102
830.934937,2.0,25.611267
1461.785889,2.0,-115.102966
1338.53418,2.0,1268.859131
-1436.838745,2.0,1274.773804
1181.164062,2.0,-223.403809
-359.449921,2.0,601.858826
224.049408,2.0,118.461182
1229.796387,2.0,-595.701416
2207.138916,2.0,-622.486084
2196.209961,2.0,-1065.150513
6.283105,2.0,240.966187
-592.054016,2.0,793.673096
-237.067795,2.0,1240.747681
1831.975098,2.0,1201.68103
-1687.34668,2.0,1372.174438
655.193726,2.0,604.160278
1847.559448,2.0,-1172.590576
-572.010986,2.0,1051.795166
1648.214111,2.0,1453.624146
2326.828613,2.0,-533.232666
721.478271,2.0,233.44635
1625.174683,2.0,242.226257
1005.380798,2.0,734.191956
1545.440552,2.0,-197.522949
1014.274536,2.0,784.99292
597.393677,2.0,609.706543
2239.105957,2.0,-677.21814
233.676971,2.0,320.295532
508.266998,2.0,904.277954
2306.551514,2.0,-276.380554
2095.993408,2.0,102.547607
1139.057495,2.0,875.183044
417.51886,2.0,489.219299
506.285583,2.0,388.855896
1995.563721,2.0,-441.639709
871.976135,2.0,436.233643
2262.373291,2.0,-235.90686
-142.607147,2.0,781.0802
2219.440918,2.0,-1178.085449
478.193512,2.0,-63.838501
1877.950073,2.0,399.37439
696.838623,2.0,703.619934
1800.000854,2.0,474.059509
783.041992,2.0,-197.198547
912.79187,2.0,-495.798157
1912.744263,2.0,1327.993896
689.004822,2.0,14.75061
468.851227,2.0,-177.737305
180.50174,2.0,366.391357
-447.958649,2.0,685.045166
931.004517,2.0,991.864624
2196.85376,2.0,1385.293823
-1463.998413,2.0,1313.769287
2206.007324,2.0,-678.565674
2063.674316,2.0,28.136719
2325.273682,2.0,-452.90155
200.312836,2.0,1472.946899
-4.194937,2.0,1167.577026
2362.970703,2.0,-146.284058
-100.972328,2.0,548.68042
1796.335083,2.0,-427.417664
1602.806396,2.0,-893.320923
1388.747681,2.0,1143.446899
2312.383545,2.0,-1218.651001
382.183258,2.0,554.997253
1518.414795,2.0,1349.465332
727.733032,2.0,1433.402466
1175.19165,2.0,-381.058044
1720.743896,2.0,-1001.69397
1650.739624,2.0,1176.17395
1169.943481,2.0,259.194397
-1111.036865,2.0,938.828369
175.830658,2.0,532.204102
-590.071045,2.0,1325.526489
1034.957642,2.0,-457.454468
